,count,minNt_r
114283,15,00040000000000008b0000870000000a008c000c000d0085
114570,15,000400000b000084000000000f1200000000008b0000009100008e100000
115995,14,8f000000060013000000000000000000090790000f8b0000840000000093
116907,14,04000000000000000000000b89008f8e0000890d00000085
115786,14,008e0909000000000a00840f130000000000000000880000080005900000
115023,14,8900000000000000040c00000086000f000000008d0b0a00
114369,14,0000840d0000000000008d000000898a000f000600000b00
113578,14,008e000000008800000f0000000009000709000084000008
116852,14,00000f0600008b0087850000000f09000e00000000008e00
116417,14,00000013000c8d0600000000000000008b90000000008700000900009000
115127,14,8b0000000000088d000000000a000084850000000006000d
113703,14,00008b000000000000078e000d0000000800080086110000000091001200
115709,14,000000000500008c0000000b000000000c088a8412000000000000009100
117068,14,008c850000848b07000000000e0000008600000008000000
113701,14,008c000084000007050b0004000000000088000d00000000
116854,14,00008f00008900000a00868c000092000000000000100005000000000e11
114213,14,0000008c000009000c000086130000000c00000093888687000000000004
115937,14,0000860000008e00100000000d0004000000009000000800000092008a00
113727,14,8f000000000000110000008600000d00008a000089000408000092000000
113486,14,0500008d000000000a000e008a8b00100000000000008400000090000000
115505,14,0000060000000f868400000000890000080000008d84000a
116312,14,000005000000000000008a00000e0e850f00000000000b8f
116369,14,0000920000008f0000001300000f00000006000008000e0011008a840000
116990,14,0000000013000000008b8f0000000d840000080000008c00000000920600
116012,14,009300000489000f000000008400009200008c0000080500000010000000
116032,14,0013000b000000000000078b00008d00930806000000000e008600000000
116993,14,00000000908c0406008800000e00000000008f0000870000000000000a12
114942,14,000891000000060000008d000089000000000010120e0000090000008700
113583,14,00000000001000888492000000058b8e00000000000d00000000008e0008
115050,14,00000009000000050700008b858d000000000000008b0c00
113587,14,000600008800000086008c0086000d870000000000000800
116067,14,000000920000000007000000890000860d000a848c000000000011008a00
116115,14,000c00008a000000000500009000008e008400000b009200841000000000
114982,14,008e8400008a0e00000000000400000000001200000b0000000800930000
113738,14,000000000091008500120000070000000b0c00000800008f0010008a0000
116331,14,110000000000000b84000000008800008400900007008f00000000000f00
114358,14,000092000009000d00008700008a00000005000000008c00110008000000
115073,14,00090000000c008f00000000000000001105008b86000000000690000000
114626,14,1389000000000000000a000000060000000d8f0091000088928600000000
113694,14,000e0000120000000000008c9200928a00000000000000840c00000a0005
116386,14,000000000005000000008b91000c00110000000009850800000000008e00
116703,14,859200008a0000840000008f000000000011900400000000000e00000b00
113666,14,0087000d00890000000008008c858e008b00000000040000
114270,14,8f0b8c000000000085000088000e00000000008d00000000008800000006
115812,13,00000900000000000000009100860c000000008c00008e89071200000000
116676,13,04000000000000108a0000000000008c000000930d910000090084000000
112994,13,008609000000008c000000890d0000000000000012000000000490000006
114906,13,0b8c00000000008f0000868b8e000007008a000c00000000911000000000
114808,13,000500008d0000000000000e000000001287000090000b008b000084008e
115835,13,1300000700000c000000000000860000090006910000000000880000008e
115942,13,1000008400000089000086000000000f000006008d0000000000000b8e92
114327,13,91870000008c0009000000040d0000000000000089000400000000100000
113758,13,88008b87008a000000000006000b0000000d00000000008c
115863,13,000000000800878f000000008f8e0000000489000f000000
116057,13,910000008493000000000006000000008c00008b000e0000000000000911
116294,13,8b0000000000008e04138c0000060000009100000d0a0000000000870000
116740,13,8b000087008b0c00000b000000000000858f000000050000
115002,13,00008b850085090000000000000088048e00000000000f00
113594,13,00008889000e00008e0000000000000a060000000c008700
116122,13,0000000000860000008c000d0000008b000000000809910f071105000000
116857,13,8d860000080000000000130d000400000000000000009008000000848a00
116408,13,0f00000004008591000000000000008b12000000068c000000000000000b
113620,13,00060500000a8700008c0000000f0000000000068b000000
113611,13,008b000000000087000009870000008d000b000d00000007
116406,13,0000008d008a000093000d00000000000011009386000800008d00000004
116714,13,000000090000000005130700009000000000000f8b000000008f86000000
116484,13,00000a00000000008400008a000000000f07128d008e0000000000000091
116009,13,00000000000e0000000000048e89001100000a0000008e11860000000091
115122,13,00000000000f000a0009008d878a8f000000000000000500
117045,13,00000f00000000000000860b008d050600008c0000008a00
116041,13,000c0011000000000000008500001200008a040900008c00910000000500
114339,13,0000860000000000000900000000070c04008f008e00008b
114311,13,0000000000068d0000000010000b0e0000000000000093008a8a00000085
116433,13,00000000008900000000870000001000040c0005000091001200088c0000
115816,13,008500008e0000040000008b0000110000000000000800060092000f0000
115154,13,0700000000880091000013048b0087890000008c090000000e0000000000
114367,13,8c0000000a0000009200898600000006000000000a00000d001100000000
114247,13,04008900000087000f00000000000009000085008e860000
114947,13,8b009200000000000004001000008f00000000840000000e930000000800
112798,13,06000000008990000000000000858800008d00000f001087000000080000
115112,13,0000000d85000000070000108d890000890000129100000000000000000a
116509,13,00008a0000000012008c0000000409000000000d00001100009300850000
115134,13,00000e00000000060000008d09000a8e000000008b860000
116932,13,00888b008d0000000000868c0800000000050000000e0000
114529,12,0986000000000089008f008c000000060000008f00000e00
116387,12,000000008e0000840006000000000000899000000000099311000c0e0000
114864,12,88000005000e0c07080000000000000012008d0000009000000000870000
116444,12,86008e92000000000000130000008a06000000000000000a00930c008600
116272,12,000090000000118a07000000000f000000000700080000118e8700000000
114969,12,00078e00108c000000888a85938c00000000000000000008000000000c00
112893,12,000d00000000000788008c00008700008e840a0000000000
116650,12,000000850d0000000000918a00000011000000008e00000000000007840b
112883,12,001100000d000088000000000000009100878f008c00000b000000060000
116216,12,008600000011000091000d0000000000000a8d0000000000078900000004
117110,12,9300000000840000050f00000a000000008c000000008900871000000000
113683,12,00008500008f000000000e000000008a8f13060092000000000800000600
116014,12,00000a00000000008a8c00000f0000100000008600000091000006000091
116561,12,0000000e00008a0000000000090b0000860900009300040000008e00128f
116034,12,00000a0000000c13840000000092008b000000008b000700000000008c85
115053,12,000000000f0800000d0e008a84000000000000000004008d
115046,12,009300890086000012000000058d00000000000700000f00000009000000
115094,12,8c000000008a08000084000008120000008e00009000040000000e000000
113692,12,870085008a00000000058600000000008f000b0000000e00
113673,12,0700000e07000f0000000000060000008e000000880085000000000b0000
113720,12,0005000000008a000000840000000000008c0a0b00000b0f
115172,12,008700009185008c000000090d0000000000000000000011000000008807
113519,12,0005938f000000008c0a850000001000000093000000000d0000008b0000
116898,12,001209000000000005000d0000009300000000000085000c8f0000890000
114530,12,008a0000008700040000008f0009000000000d0705000000
116812,12,8a100007000f0a000000000000008410000000008e00000000000000928b
116529,12,07000800000000000000000f00000a0000850000050000000000898f8d00
115133,12,00000000008b000000000f008f920007000008008f000a130000000a0087
116397,12,8800008a0400000000008887000c0000000000008f0b0000
116346,12,8d0000000b00008b0000009200000f000000001300008600001204000000
115867,12,880f0000008a008f000000000f00860000000a0000000005
113465,12,0000008c000785000a000008008400008a000000000f0000
116479,12,00009000000000080000008d000d0004000000000000128b0e0086000000
115832,11,0f060000000000878a000000000000090b0d00008e000000
114972,11,0000840800008e00008b8c00000d0000000005000000000b
114948,11,008f00000000000f00008a130085000000000f04900000000a0d00000e00
113417,11,00078b00000e090000000000100000008a0000008e000000008792930000
116506,11,0000000000068713000f0000000000889300000000008e00009108000000
114970,11,000000089200000000000c009189040000008f1000000000008c00860000
114562,11,00920d0000008900000000000400008500008600000b00118d0b00000000
114943,11,0b009200000000840013000000000000000f0000000010078d0089000000
116504,11,009300008a000085008c000000000000000900000004001300000e860000
114344,11,8a00008a008700000b120000000005000000000c000000000000008f0092
116076,11,8600890000000000000c0000008a060000008f008d080000
114268,11,0000000004000000008d8b000a0000000000000d00860c0f
116633,11,0000080c000900000000050000000085890d0000008f0000
115143,11,070b00000000008d0000880000000c00000087000000080b
116952,11,00000a00000e0000008611100000008b000000000000928d000000000005
114388,11,0000870000000000000f0d07000000000a000600008b008c
116806,11,00000000008984008e000000929000001100000b0000070b00008600000d
115555,11,0000008c00880086000000000004000c000f080000000004
114787,11,00858b000000000000000009000000000c05000000000b000000058a8f8b
116207,11,0000000400008c0089000000000909870000000000001200920f00000000
115068,11,0006050000930b000000000d00860000000900008900000000130000008f
114106,11,0000920d008512000000008800000092880400000000008e0000000a0000
114180,11,000000000f00008f00000800840000930093000600000000118800000000
115961,11,88008f8a130090000000000000000d040400000000000a00000000851200
116950,11,91008c000000898c0000000000000e000000001304001200000085080000
114312,11,00890000000000840000008d000d00000a008d04008e0000
114628,11,00000093000000000f1300008d0005000000008400080000000000860089
116378,11,858f0000008d00000b000000000000000c88000000008500000000058c00
114113,11,0900009200000000841100000000008a00000006000e00000000008c0005
114391,11,008b008a0f8b8c00000000008700000a0000000000060000
116384,11,000500110000000000008e008700000e0008000000008900070000920000
116903,11,9200000500000b000000001084000000000e00008e0086000000008b0000
113648,11,00000009110000000a00848c8b00000000000f0000009093000000060000
115128,11,0000000000850b000000000000930000008c000f00008b0d130700000000
114285,11,0d0000840000000f00000a090004008b0000008c00000000
115022,11,0000000000900000118d00000d07000f8900000400850000080000000000
114617,11,000b0000000f00000000008d8a0088050000848a00000000
116349,11,0000000086098e000005008d000000000e00008a86000000
117101,11,000000870000000500008f000000008a00130090008900000000080c0000
116640,11,0708000000920000008e00001100000000008a0000000000008500000c84
114595,11,008a000000000000008c0008000d0000001100000c00040e869200000000
114994,11,00008f0000000000000000920800090400000011850e00008b0013000000
112895,11,8800000511000013008e0000000f000008000000000e0084930000000000
115962,11,000005008d000a00920000000085008800000f0000000000130900000000
117113,11,000006008b00009000000000001300000c0000008a870000000000008d09
116668,11,900000000000000007110000008a0f000000000009860000008a8e000000
113674,11,0000000000130000000a000c0088009005068c0000000000840000930000
116418,11,0b000000110000008a00040009000000009000000000000c000000878c00
116697,11,88008593000000000011008d00000011000e000000070000000b00000000
116364,10,000000850000000012070000000700008906918c0b00000007000000000d
113509,10,000c920000850000000005000000000000089300008a8c00000000921100
116773,10,0005000000000000000012088d89000000008500000c000000920000000a
114905,10,0e000000001000008c120000890000930004000000090000870000000000
114387,10,00920008008c8d900000008a000000008400000e00040000000012000000
113684,10,0a008400000900000000070b008f0000000000000d008a00
114861,10,00008600848b000f000400000c000f0a00000000008f0000
116721,10,00000000928c0086000d00000a10120000000000000004000000008a0000
113460,10,008f00060000000e009000008a8900000c13080000000000008500000000
116651,10,0b0000008f00000000920000138a00890000070e00000000000086000000
114161,10,00100b0000008c000000898d9300080000000700008e86000000000c0000
116710,10,0000938e0006110a000000000e00000900000000890000000000860a0008
116709,10,000084000000000008920000130a0000008f000011070f008b0000000000
116801,10,00880d00000011058e0000000000868b0000009100000000001109000000
114217,10,8d848f0000000000008b000500070b0000000000000f00000000008e8f00
113717,10,000000008800000d000b00000000878d00000000000013008d0b00910600
116339,10,00920084000000000000000f1200000000008f8d0a07008d000000008893
113828,10,0a00870a00000007008f8c110000000a0093000d00000000000000008800
116626,10,00008e008d00000000008709000000008a00000a040f0000
115853,10,00000087008b00000008000000000400009300008d001100000000000d13
114230,10,0000000000090e000006000000110000840c000092008a008e0000000089
116466,10,0e0c0d0c85009005000000000000008f0000100d0000000000008a090000
116677,10,928f000b04000e0b00000000000000008a0000000000840000000013008d
